customer_id,booking_id,customer_name,country,booking_date,check_in,check_out,nights,season,room_type,room_number,view,balcony_type,room_amenities,nightly_rate_eur,adults,children,booking_channel,payment_method,booking_status,total_revenue_eur
CUST-00348,BOOK-00348,Hugo Müller,Denmark,2025-03-26,2025-07-21,2025-07-26,5,Summer,Standard Room,SR-27,Slope view,Balcony,French balcony or balcony,95,2,0,Corporate,Online payment,Completed,475
CUST-00349,BOOK-00349,Ava Miller,United Kingdom,2025-09-11,2025-11-24,2025-11-25,1,Winter,Standard Room,SR-06,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Invoice,No-show,0
CUST-00350,BOOK-00350,Emma Martin,Estonia,2025-03-24,2025-07-11,2025-07-14,3,Summer,Standard Room,SR-41,Slope view,Balcony,French balcony or balcony,95,3,0,Booking.com,Online payment,Completed,285
CUST-00351,BOOK-00351,Amelia Saarinen,United States,2025-06-23,2025-09-25,2025-09-28,3,Shoulder,Superior Room,SU-20,Slope view,Balcony,French balcony or balcony,140,2,0,Direct website,Debit card,Completed,420
CUST-00352,BOOK-00352,Lucas Heikkinen,Austria,2025-09-01,2025-09-29,2025-10-04,5,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,1,2,Corporate,Credit card,Completed,1490
CUST-00353,BOOK-00353,Linnea Wilson,Germany,2025-05-22,2025-06-14,2025-06-20,6,Summer,Standard View Room,SV-34,Forest view,Balcony,French balcony or balcony,120,2,0,Expedia,Invoice,Completed,720
CUST-00354,BOOK-00354,Ella Dubois,Belgium,2026-01-22,2026-04-17,2026-04-19,2,Winter,Standard View Room,SV-01,Forest view,Balcony,French balcony or balcony,120,2,2,Expedia,Invoice,Completed,240
CUST-00355,BOOK-00355,Alma Martin,Poland,2025-03-26,2025-08-09,2025-08-19,10,Summer,Superior Room,SU-01,Slope view,Balcony,French balcony or balcony,140,4,0,Booking.com,Credit card,No-show,0
CUST-00356,BOOK-00356,Aino Korhonen,Germany,2025-10-15,2026-01-13,2026-01-16,3,Winter,Standard View Room,SV-01,Forest view,Balcony,French balcony or balcony,120,2,0,Travel agency,Invoice,Completed,360
CUST-00357,BOOK-00357,Nora Santos,Finland,2025-06-12,2025-11-01,2025-11-02,1,Winter,Standard View Room,SV-16,Slope view,Balcony,French balcony or balcony,120,2,2,Travel agency,Invoice,No-show,0
CUST-00358,BOOK-00358,Nora Saarinen,Norway,2025-06-18,2025-10-06,2025-10-08,2,Shoulder,Superior Room,SU-12,Slope view,French balcony,French balcony or balcony,140,2,1,Corporate,Online payment,Cancelled,0
CUST-00359,BOOK-00359,Ava Schmidt,Norway,2025-09-06,2025-10-24,2025-10-29,5,Shoulder,Standard View Room,SV-30,Slope view,French balcony,French balcony or balcony,120,2,1,Corporate,Invoice,Cancelled,0
CUST-00360,BOOK-00360,Noah Virtanen,Finland,2025-08-30,2025-10-18,2025-10-23,5,Shoulder,Standard View Room,SV-12,Slope view,French balcony,French balcony or balcony,120,2,0,Travel agency,Credit card,Completed,600
CUST-00361,BOOK-00361,Alexander Salminen,Canada,2025-06-23,2025-09-28,2025-09-30,2,Shoulder,Standard Room,SR-06,Slope view,Balcony,French balcony or balcony,100,3,0,Direct website,Debit card,Completed,200
CUST-00362,BOOK-00362,Liam Järvinen,Italy,2025-03-22,2025-06-29,2025-07-02,3,Summer,Standard View Room,SV-14,Slope view,French balcony,French balcony or balcony,120,2,1,Booking.com,Invoice,Cancelled,0
CUST-00363,BOOK-00363,Sofia Smith,France,2025-09-12,2026-01-13,2026-01-16,3,Winter,Deluxe Sky Suite,DS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,3,0,Expedia,Debit card,Cancelled,0
CUST-00364,BOOK-00364,Eetu Saarinen,Canada,2025-11-05,2026-04-19,2026-04-24,5,Winter,Superior Room,SU-04,Forest view,Balcony,French balcony or balcony,140,2,2,Phone,Debit card,No-show,0
CUST-00365,BOOK-00365,Oskari Miller,Denmark,2025-04-16,2025-07-28,2025-07-31,3,Summer,Standard View Room,SV-28,Slope view,French balcony,French balcony or balcony,120,1,0,Phone,Invoice,Completed,360
CUST-00366,BOOK-00366,Emma Karlsson,Norway,2025-11-23,2026-05-19,2026-05-23,4,Shoulder,Standard View Room,SV-40,Forest view,Balcony,French balcony or balcony,120,4,3,Phone,Credit card,Completed,480
CUST-00367,BOOK-00367,Mila Karlsson,Netherlands,2025-04-09,2025-07-01,2025-07-04,3,Summer,Standard Room,SR-46,Slope view,Balcony,French balcony or balcony,95,3,0,Booking.com,Credit card,Completed,285
CUST-00368,BOOK-00368,Julia Rossi,United States,2025-12-25,2026-05-19,2026-05-22,3,Shoulder,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,2,0,Corporate,Debit card,Completed,420
CUST-00369,BOOK-00369,Elina Heikkinen,Norway,2025-10-20,2026-03-06,2026-03-09,3,Winter,Superior Room,SU-15,Forest view,French balcony,French balcony or balcony,140,2,1,Corporate,Online payment,No-show,0
CUST-00370,BOOK-00370,Elias Wilson,Belgium,2025-08-12,2026-01-19,2026-01-20,1,Winter,Superior Room,SU-01,Slope view,French balcony,French balcony or balcony,140,2,0,Corporate,Invoice,Completed,140
CUST-00371,BOOK-00371,Sara Koskinen,Poland,2025-03-24,2025-09-06,2025-09-10,4,Shoulder,Standard View Room,SV-29,Slope view,Balcony,French balcony or balcony,120,2,0,Direct website,Credit card,Completed,480
CUST-00372,BOOK-00372,Ava Mäkinen,Sweden,2025-03-11,2025-08-06,2025-08-08,2,Summer,Standard Room,SR-34,Slope view,Balcony,French balcony or balcony,95,3,0,Phone,Online payment,Cancelled,0
CUST-00373,BOOK-00373,Lucas Martin,Canada,2025-06-04,2025-06-26,2025-06-29,3,Summer,Superior Room,SU-14,Slope view,Balcony,French balcony or balcony,140,3,0,Corporate,Invoice,Completed,420
CUST-00374,BOOK-00374,Elsa Virtanen,Norway,2025-09-18,2025-12-06,2025-12-12,6,Winter,Standard Room,SR-24,Slope view,French balcony,French balcony or balcony,100,4,2,Direct website,Credit card,Completed,600
CUST-00375,BOOK-00375,Felix Martin,United Kingdom,2025-05-06,2025-09-27,2025-10-01,4,Shoulder,Standard Room,SR-19,Forest view,Balcony,French balcony or balcony,100,3,1,Corporate,Online payment,Completed,400
CUST-00376,BOOK-00376,Emma Santos,United Kingdom,2025-12-21,2026-05-12,2026-05-16,4,Shoulder,Superior Room,SU-17,Slope view,Balcony,French balcony or balcony,140,2,1,Corporate,Invoice,Completed,560
CUST-00377,BOOK-00377,Alexander Silva,Poland,2025-09-05,2025-11-28,2025-12-05,7,Winter,Standard View Room,SV-18,Slope view,French balcony,French balcony or balcony,120,2,0,Corporate,Online payment,Completed,840
CUST-00378,BOOK-00378,Ella Salminen,Finland,2025-07-21,2025-12-02,2025-12-12,10,Winter,Standard View Room,SV-26,Slope view,French balcony,French balcony or balcony,120,4,0,Expedia,Debit card,Completed,1200
CUST-00379,BOOK-00379,Elina Smith,Germany,2025-08-23,2025-09-18,2025-09-24,6,Shoulder,Standard Room,SR-16,Slope view,French balcony,French balcony or balcony,100,2,0,Expedia,Online payment,Completed,600
CUST-00380,BOOK-00380,Felix Hansen,France,2026-03-05,2026-03-26,2026-03-29,3,Winter,Standard Room,SR-41,Slope view,Balcony,French balcony or balcony,100,3,0,Phone,Credit card,Completed,300
CUST-00381,BOOK-00381,Olivia Nieminen,Sweden,2026-01-04,2026-04-01,2026-04-06,5,Winter,Standard Room,SR-04,Forest view,Balcony,French balcony or balcony,100,3,0,Direct website,Debit card,No-show,0
CUST-00382,BOOK-00382,Leo Salminen,Sweden,2026-02-07,2026-05-01,2026-05-07,6,Shoulder,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,1,Booking.com,Credit card,Cancelled,0
CUST-00383,BOOK-00383,Felix Smith,Norway,2026-03-14,2026-05-11,2026-05-16,5,Shoulder,Standard View Room,SV-11,Slope view,Balcony,French balcony or balcony,120,2,0,Booking.com,Online payment,No-show,0
CUST-00384,BOOK-00384,Linnea Nieminen,Austria,2025-03-05,2025-07-13,2025-07-17,4,Summer,Superior Room,SU-11,Slope view,Balcony,French balcony or balcony,140,3,0,Booking.com,Invoice,Cancelled,0
CUST-00385,BOOK-00385,Elina Wilson,Netherlands,2026-01-09,2026-03-14,2026-03-16,2,Winter,Standard View Room,SV-33,Forest view,French balcony,French balcony or balcony,120,2,0,Phone,Credit card,Completed,240
CUST-00386,BOOK-00386,Anna Rantanen,Finland,2025-05-09,2025-07-28,2025-08-02,5,Summer,Standard View Room,SV-08,Forest view,French balcony,French balcony or balcony,120,4,1,Travel agency,Debit card,Completed,600
CUST-00387,BOOK-00387,Noah Silva,Norway,2025-12-13,2026-01-12,2026-01-13,1,Winter,Superior Family Room,SF-03,Forest view,French balcony,French balcony or balcony,170,2,1,Booking.com,Online payment,Completed,170
CUST-00388,BOOK-00388,Hugo Korhonen,Estonia,2025-04-14,2025-06-08,2025-06-11,3,Summer,Superior Family Room,SF-08,Forest view,French balcony,French balcony or balcony,170,2,0,Expedia,Invoice,Cancelled,0
CUST-00389,BOOK-00389,Olivia Miller,Sweden,2026-02-07,2026-04-15,2026-04-20,5,Winter,Standard Room,SR-41,Slope view,French balcony,French balcony or balcony,100,1,0,Phone,Online payment,Completed,500
CUST-00390,BOOK-00390,Oskari Dubois,Belgium,2025-05-30,2025-06-28,2025-07-02,4,Summer,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,2,Travel agency,Debit card,Cancelled,0
CUST-00391,BOOK-00391,Julia Schmidt,Norway,2025-10-24,2025-12-12,2025-12-16,4,Winter,Superior Room,SU-19,Slope view,French balcony,French balcony or balcony,140,2,0,Phone,Credit card,Completed,560
CUST-00392,BOOK-00392,Amelia Bianchi,United Kingdom,2025-06-15,2025-06-21,2025-06-24,3,Summer,Standard View Room,SV-22,Slope view,Balcony,French balcony or balcony,120,3,0,Expedia,Debit card,Cancelled,0
CUST-00393,BOOK-00393,Elias Petrov,Italy,2025-12-15,2026-02-12,2026-02-15,3,Winter,Standard Room,SR-44,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Credit card,Cancelled,0
CUST-00394,BOOK-00394,Alexander Lehtonen,Germany,2025-08-24,2025-12-13,2025-12-17,4,Winter,Superior Room,SU-09,Forest view,Balcony,French balcony or balcony,140,4,0,Corporate,Debit card,Completed,560
CUST-00395,BOOK-00395,Mila Salminen,Germany,2025-05-25,2025-09-14,2025-09-19,5,Shoulder,Standard View Room,SV-31,Forest view,French balcony,French balcony or balcony,120,3,0,Booking.com,Online payment,Completed,600
CUST-00396,BOOK-00396,Anna Müller,Germany,2025-06-26,2025-07-05,2025-07-09,4,Summer,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Travel agency,Online payment,Completed,1192
CUST-00397,BOOK-00397,Noah Silva,France,2025-12-15,2026-01-13,2026-01-18,5,Winter,Superior Family Room,SF-02,Forest view,French balcony,French balcony or balcony,170,2,1,Corporate,Online payment,Completed,850
CUST-00398,BOOK-00398,Elias Rantanen,Norway,2025-10-11,2026-04-07,2026-04-11,4,Winter,Standard Room,SR-08,Forest view,Balcony,French balcony or balcony,100,2,1,Travel agency,Online payment,Completed,400
CUST-00399,BOOK-00399,Ava Lehtonen,Sweden,2025-05-20,2025-09-03,2025-09-09,6,Shoulder,Standard View Room,SV-31,Forest view,French balcony,French balcony or balcony,120,4,2,Booking.com,Debit card,Completed,720
CUST-00400,BOOK-00400,Julia Rossi,Estonia,2025-05-17,2025-09-13,2025-09-15,2,Shoulder,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,1,Corporate,Invoice,No-show,0
CUST-00401,BOOK-00401,Oscar Smith,Sweden,2025-06-26,2025-11-08,2025-11-11,3,Winter,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,1,Direct website,Debit card,No-show,0
CUST-00402,BOOK-00402,Olivia Smith,Sweden,2026-01-02,2026-02-21,2026-02-25,4,Winter,Deluxe Sky Suite,DS-01,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,2,2,Expedia,Invoice,No-show,0
CUST-00403,BOOK-00403,Noah Johansson,United States,2025-07-31,2025-08-25,2025-08-29,4,Summer,Superior Room,SU-06,Slope view,French balcony,French balcony or balcony,140,2,0,Phone,Debit card,No-show,0
CUST-00404,BOOK-00404,Laura Novak,France,2025-08-23,2025-12-19,2025-12-22,3,Winter,Standard View Room,SV-12,Slope view,French balcony,French balcony or balcony,120,2,1,Phone,Debit card,Cancelled,0
CUST-00405,BOOK-00405,Oliver Smith,Austria,2025-03-24,2025-08-03,2025-08-05,2,Summer,Superior Room,SU-15,Forest view,French balcony,French balcony or balcony,140,2,0,Booking.com,Online payment,Completed,280
CUST-00406,BOOK-00406,Liam Silva,Sweden,2025-11-28,2026-03-17,2026-03-24,7,Winter,Deluxe Room,DR-04,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,1,Travel agency,Online payment,Completed,1400
CUST-00407,BOOK-00407,Linnea Korhonen,United States,2025-12-09,2026-04-17,2026-04-19,2,Winter,Deluxe Room,DR-01,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Travel agency,Debit card,Completed,400
CUST-00408,BOOK-00408,Oliver Wilson,Finland,2025-07-18,2025-09-20,2025-09-24,4,Shoulder,Standard View Room,SV-04,Forest view,Balcony,French balcony or balcony,120,2,0,Booking.com,Credit card,Cancelled,0
CUST-00409,BOOK-00409,Ella Dubois,Spain,2025-06-09,2025-09-03,2025-09-05,2,Shoulder,Superior Room,SU-07,Forest view,French balcony,French balcony or balcony,140,1,0,Booking.com,Debit card,Completed,280
CUST-00410,BOOK-00410,Felix Santos,United Kingdom,2026-01-13,2026-05-11,2026-05-14,3,Shoulder,Superior Room,SU-15,Forest view,Balcony,French balcony or balcony,140,4,0,Expedia,Online payment,No-show,0
CUST-00411,BOOK-00411,Elina Nieminen,Spain,2025-08-06,2025-12-06,2025-12-13,7,Winter,Superior Family Room,SF-04,Forest view,French balcony,French balcony or balcony,170,2,2,Expedia,Invoice,Cancelled,0
CUST-00412,BOOK-00412,Felix Bianchi,Norway,2025-10-22,2026-02-24,2026-02-27,3,Winter,Standard Room,SR-08,Forest view,Balcony,French balcony or balcony,100,2,1,Expedia,Online payment,Completed,300
CUST-00413,BOOK-00413,Julia Santos,United Kingdom,2025-03-01,2025-08-06,2025-08-10,4,Summer,Standard View Room,SV-39,Forest view,French balcony,French balcony or balcony,120,3,3,Direct website,Credit card,Cancelled,0
CUST-00414,BOOK-00414,Alexander Andersen,Sweden,2025-03-18,2025-06-13,2025-06-17,4,Summer,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,2,1,Direct website,Debit card,Completed,680
CUST-00415,BOOK-00415,Adam Brown,Estonia,2026-05-17,2026-05-20,2026-05-23,3,Shoulder,Superior Family Room,SF-09,Slope view,French balcony,French balcony or balcony,170,3,0,Phone,Credit card,Completed,510
CUST-00416,BOOK-00416,Hugo Santos,Sweden,2025-03-15,2025-08-29,2025-08-31,2,Summer,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,2,1,Corporate,Online payment,Cancelled,0
CUST-00417,BOOK-00417,Elsa Salminen,Estonia,2025-09-01,2026-01-23,2026-01-29,6,Winter,Standard View Room,SV-24,Slope view,French balcony,French balcony or balcony,120,2,1,Expedia,Credit card,Completed,720
CUST-00418,BOOK-00418,Emma Miller,Austria,2025-06-28,2025-08-16,2025-08-19,3,Summer,Standard Room,SR-04,Forest view,French balcony,French balcony or balcony,95,3,1,Phone,Online payment,No-show,0
CUST-00419,BOOK-00419,Samuel Johansson,Spain,2025-04-21,2025-06-17,2025-06-20,3,Summer,Standard Room,SR-18,Slope view,Balcony,French balcony or balcony,95,2,0,Direct website,Debit card,Completed,285
CUST-00420,BOOK-00420,Noah Järvinen,Estonia,2025-03-15,2025-07-18,2025-07-22,4,Summer,Standard Room,SR-02,Slope view,Balcony,French balcony or balcony,95,3,0,Direct website,Debit card,No-show,0
CUST-00421,BOOK-00421,Eetu Korhonen,Spain,2025-09-01,2025-09-14,2025-09-19,5,Shoulder,Standard View Room,SV-25,Forest view,French balcony,French balcony or balcony,120,2,2,Direct website,Online payment,No-show,0
CUST-00422,BOOK-00422,Anna Järvinen,France,2025-03-29,2025-06-12,2025-06-16,4,Summer,Standard Room,SR-19,Forest view,Balcony,French balcony or balcony,95,2,1,Phone,Credit card,Completed,380
CUST-00423,BOOK-00423,Elina Smith,Denmark,2025-08-25,2025-10-18,2025-10-20,2,Shoulder,Standard Room,SR-02,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Online payment,No-show,0
CUST-00424,BOOK-00424,Oscar Johansson,Sweden,2026-02-14,2026-03-21,2026-03-24,3,Winter,Standard Room,SR-39,Slope view,French balcony,French balcony or balcony,100,2,1,Direct website,Invoice,Completed,300
CUST-00425,BOOK-00425,Laura Martin,United States,2025-01-20,2025-06-28,2025-06-30,2,Summer,Standard View Room,SV-10,Slope view,Balcony,French balcony or balcony,120,2,1,Phone,Credit card,No-show,0
CUST-00426,BOOK-00426,Sofia Johansson,Spain,2025-08-01,2026-01-25,2026-01-29,4,Winter,Standard Room,SR-35,Forest view,Balcony,French balcony or balcony,100,2,2,Booking.com,Online payment,Cancelled,0
CUST-00427,BOOK-00427,Anna Johansson,Canada,2025-11-25,2025-12-04,2025-12-07,3,Winter,Superior Room,SU-16,Forest view,French balcony,French balcony or balcony,140,2,0,Travel agency,Debit card,Completed,420
CUST-00428,BOOK-00428,Sofia Hansen,Denmark,2025-07-30,2025-10-23,2025-10-28,5,Shoulder,Superior Room,SU-20,Slope view,French balcony,French balcony or balcony,140,3,0,Travel agency,Invoice,No-show,0
CUST-00429,BOOK-00429,Emilia Koskinen,France,2025-04-05,2025-10-01,2025-10-06,5,Shoulder,Standard View Room,SV-04,Forest view,Balcony,French balcony or balcony,120,3,0,Expedia,Debit card,Cancelled,0
CUST-00430,BOOK-00430,Julia Mäkinen,United States,2025-06-04,2025-08-28,2025-09-02,5,Summer,Standard Room,SR-47,Slope view,French balcony,French balcony or balcony,95,3,0,Travel agency,Credit card,No-show,0
CUST-00431,BOOK-00431,Anna Karlsson,Sweden,2026-03-09,2026-04-03,2026-04-05,2,Winter,Superior Family Room,SF-10,Forest view,French balcony,French balcony or balcony,170,3,2,Phone,Credit card,Cancelled,0
CUST-00432,BOOK-00432,Felix Johansson,France,2025-06-22,2025-08-15,2025-08-20,5,Summer,Standard View Room,SV-20,Slope view,Balcony,French balcony or balcony,120,2,1,Phone,Online payment,Cancelled,0
CUST-00433,BOOK-00433,Aino Wilson,Austria,2025-12-06,2026-01-09,2026-01-14,5,Winter,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,1,2,Direct website,Credit card,No-show,0
CUST-00434,BOOK-00434,Elias Lehtonen,Poland,2025-10-12,2026-03-14,2026-03-20,6,Winter,Standard View Room,SV-14,Slope view,Balcony,French balcony or balcony,120,2,1,Travel agency,Invoice,Completed,720
CUST-00435,BOOK-00435,Ava Brown,Austria,2025-10-07,2026-01-09,2026-01-13,4,Winter,Superior Room,SU-07,Forest view,Balcony,French balcony or balcony,140,2,3,Phone,Debit card,Completed,560
CUST-00436,BOOK-00436,Isla Laine,Norway,2025-07-02,2025-08-08,2025-08-09,1,Summer,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,3,2,Phone,Invoice,Cancelled,0
CUST-00437,BOOK-00437,Olivia Rantanen,Netherlands,2026-02-26,2026-04-16,2026-04-18,2,Winter,Standard View Room,SV-13,Forest view,Balcony,French balcony or balcony,120,2,0,Phone,Debit card,Cancelled,0
CUST-00438,BOOK-00438,Ella Virtanen,Canada,2025-11-08,2026-02-12,2026-02-15,3,Winter,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,2,Direct website,Debit card,Completed,894
CUST-00439,BOOK-00439,Alma Smith,Norway,2025-10-13,2026-02-25,2026-03-07,10,Winter,Deluxe Sky Suite,DS-03,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,700,2,1,Phone,Credit card,Completed,7000
CUST-00440,BOOK-00440,Leo Novak,Estonia,2025-12-30,2026-05-17,2026-05-22,5,Shoulder,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,2,0,Travel agency,Online payment,No-show,0
CUST-00441,BOOK-00441,Emma Virtanen,Spain,2025-08-09,2026-01-02,2026-01-05,3,Winter,Deluxe Sky Suite,DS-01,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,1,0,Booking.com,Credit card,Completed,2100
CUST-00442,BOOK-00442,Sara Karlsson,Norway,2026-03-30,2026-05-03,2026-05-13,10,Shoulder,Superior Family Room,SF-01,Slope view,French balcony,French balcony or balcony,170,3,0,Booking.com,Online payment,Completed,1700
CUST-00443,BOOK-00443,Liam Kowalski,Germany,2025-05-02,2025-10-19,2025-10-25,6,Shoulder,Standard Room,SR-27,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Debit card,No-show,0
CUST-00444,BOOK-00444,Oliver Petrov,Germany,2025-09-03,2026-02-04,2026-02-06,2,Winter,Standard View Room,SV-09,Slope view,French balcony,French balcony or balcony,120,3,1,Travel agency,Invoice,Completed,240
